Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
TWIN PEAKS S FORT WORTH,"Average ""TWIN PEAKS S FORT WORTH"" Rating: n/a",Lounge,5651 Sw Loop 820 Fwy,76132,6,12/17/2015,90
UME RESTAURANT,"Average ""UME RESTAURANT"" Rating: n/a",Restaurant,4750 Bryant Irvin Rd,76132,6,01/12/2016,83
UNCLE JULIOS,"Average ""UNCLE JULIOS"" Rating: n/a",Lounge,5301 Camp Bowie Blvd,76107,10,12/16/2015,90
UNION GOSPEL MISSION,"Average ""UNION GOSPEL MISSION"" Rating: n/a",Restaurant,1321 E Lancaster Ave,76102,6,11/11/2015,86
UNITED COMMUNITY CENTER POLYTECHNIC,"Average ""UNITED COMMUNITY CENTER POLYTECHNIC"" Rating: n/a",Child Care Kitchen,3100 Ave I,76105,2,03/26/2015,100
UNIVERSITY FOOD MART,"Average ""UNIVERSITY FOOD MART"" Rating: n/a",Grocery Store -- Retail,414 University Dr,76107,2,09/28/2015,100
UNIVERSITY PUB,"Average ""UNIVERSITY PUB"" Rating: n/a",Lounge,3019 S University Dr,76109,2,03/31/2015,94
UP SUSHI & ROLL,"Average ""UP SUSHI & ROLL"" Rating: n/a",Snack Bar,12600 N Beach St,76244,6,12/14/2015,100
UP TO SPEED PREPARATORY ACADEMY,"Average ""UP TO SPEED PREPARATORY ACADEMY"" Rating: n/a",Child Care Kitchen,145 Sheffield Dr,76134,2,10/27/2015,87
UPPER 90,"Average ""UPPER 90"" Rating: n/a",Lounge,961 W Magnolia Ave,76104,2,10/27/2015,94
UPTOWN MARKET,"Average ""UPTOWN MARKET"" Rating: n/a",Restaurant,701 N Henderson St,76107,3,09/30/2015,97
URBAN COWBOY SALOON,"Average ""URBAN COWBOY SALOON"" Rating: n/a",Lounge,2620 E Lancaster Ave,76103,1,12/24/2015,97
URDYS CAFE,"Average ""URDYS CAFE"" Rating: n/a",Restaurant,5638 Diaz Ave,76107,1,02/05/2016,94
USA FOOD MART & GRILL,"Average ""USA FOOD MART & GRILL"" Rating: n/a",Restaurant,9098 Camp Bowie West Blvd,76116,3,09/10/2015,80
USMD HOSPITAL AT FORT WORTH,"Average ""USMD HOSPITAL AT FORT WORTH"" Rating: n/a",Restaurant,5900 Altamesa Blvd,76132,6,12/02/2015,100
USUAL THE,"Average ""USUAL THE"" Rating: n/a",Lounge,1408 W Magnolia Ave,76104,1,03/18/2015,97
V & N FOOD STORE,"Average ""V & N FOOD STORE"" Rating: n/a",Grocery Store -- Retail,4901 E Lancaster Ave,76103,2,03/07/2015,90
VALERO,"Average ""VALERO"" Rating: n/a",Grocery Store -- Retail,3849 Altamesa Blvd,76133,6,11/25/2015,97
VALERO CORNER STORE #2073,"Average ""VALERO CORNER STORE #2073"" Rating: n/a",Grocery Store -- Retail,4150 Bryant Irvin Rd,76109,4,04/21/2015,88
VALERO CORNER STORE #223,"Average ""VALERO CORNER STORE #223"" Rating: n/a",Snack Bar,4625 Highway 377 South,76116,4,09/02/2015,97
VALERO CORNER STORE #723,"Average ""VALERO CORNER STORE #723"" Rating: n/a",Snack Bar,9400 White Settlement Rd,76108,4,08/23/2015,93
VALLARTA SEAFOOD AND GRILL,"Average ""VALLARTA SEAFOOD AND GRILL"" Rating: n/a",Restaurant,1108 W Seminary Dr,76115,8,01/20/2016,84
VALLEY SCS,"Average ""VALLEY SCS"" Rating: n/a",Commissary-Approved (Not on List),5051 Resource Dr,76119,7,11/11/2015,100
VAN TRAN ORIENTAL MARKET,"Average ""VAN TRAN ORIENTAL MARKET"" Rating: n/a",Snack Bar,7355 N Beach St,76137,2,02/10/2015,97
VANTAGE AT CITY VIEW,"Average ""VANTAGE AT CITY VIEW"" Rating: n/a",Restaurant,6301 Overton Ridge Blvd,76132,8,01/04/2016,92
VANTAGE AT CITY VIEW THE,"Average ""VANTAGE AT CITY VIEW THE"" Rating: n/a",Snack Bar,6251 Overton Ridge Dr,76132,5,02/02/2016,91
VARSITY TAVERN,"Average ""VARSITY TAVERN"" Rating: n/a",Lounge,1005 Norwood St,76107,4,12/30/2015,100
VASOS LOKOZ,"Average ""VASOS LOKOZ"" Rating: n/a",Snack Bar,1705 Nw 28th St,76106,1,01/21/2016,92
VEE LOUNGE,"Average ""VEE LOUNGE"" Rating: n/a",Lounge,414 Taylor St,76102,4,07/30/2015,94
VELVET TACO,"Average ""VELVET TACO"" Rating: n/a",Restaurant,2700 W 7th St,76107,6,01/11/2016,80
VENUS CORNER STORE,"Average ""VENUS CORNER STORE"" Rating: n/a",Restaurant,4801 Wichita St,76119,4,09/22/2015,91
VFW POST #8235,"Average ""VFW POST #8235"" Rating: n/a",Lounge,5333 White Settlement Rd,76114,2,07/25/2015,97
VFW POST #8911,"Average ""VFW POST #8911"" Rating: n/a",Lounge,4937 Mansfield Hwy,76119,2,09/28/2015,93
VICE LOUNGE,"Average ""VICE LOUNGE"" Rating: n/a",Lounge,500 Throckmorton St,76102,2,09/22/2015,100
VICKERY BLVD CAFE,"Average ""VICKERY BLVD CAFE"" Rating: n/a",Restaurant,4120 W Vickery Blvd,76107,7,01/13/2016,86
VICTORY TEMPLE MINISTRIES,"Average ""VICTORY TEMPLE MINISTRIES"" Rating: 5.0",Restaurant,2517 Loving Ave,76106,3,12/29/2015,74
VICTORY TEMPLE MINISTRIES OF FW,"Average ""VICTORY TEMPLE MINISTRIES OF FW"" Rating: n/a",Restaurant,2526 Columbus Ave,76106,3,11/17/2015,93
VILLA FRESH ITALIAN KITCHEN,"Average ""VILLA FRESH ITALIAN KITCHEN"" Rating: n/a",Restaurant,1902 Green Oaks Rd,76116,3,11/23/2015,88
VILLA GRANDE MEXICAN RESTAURANT,"Average ""VILLA GRANDE MEXICAN RESTAURANT"" Rating: n/a",Lounge,4120 Hwy 360,76155,9,01/11/2016,97
VILLA GRANDE MEXICAN RESTAURANT,"Average ""VILLA GRANDE MEXICAN RESTAURANT"" Rating: n/a",Lounge,13100 Nw Hwy 287,76052,5,12/09/2015,86
VILLAGE FOOD,"Average ""VILLAGE FOOD"" Rating: n/a",Grocery Store -- Retail,803 E 15th St,76102,1,12/10/2015,100
VILLAS BY THE LAKE,"Average ""VILLAS BY THE LAKE"" Rating: n/a",Grocery Store -- Retail,5301 Collett Little Rd,76119,1,06/13/2015,100
VINDOLIS PIZZA & SUBS,"Average ""VINDOLIS PIZZA & SUBS"" Rating: n/a",Snack Bar,4450 Boat Club Rd,76135,2,11/24/2015,88
VIOLAS CAFE,"Average ""VIOLAS CAFE"" Rating: n/a",Lounge,312 E Hattie St,76104,1,04/08/2015,88
VIRGIN OLIVE OILER THE,"Average ""VIRGIN OLIVE OILER THE"" Rating: n/a",Snack Bar,4801 Overton Ridge Blvd,76132,2,06/22/2015,97
VIVE HOY,"Average ""VIVE HOY"" Rating: n/a",Snack Bar,8751 Camp Bowie West Blvd,76116,2,09/25/2015,91
VIVIR,"Average ""VIVIR"" Rating: n/a",Snack Bar,5825 Westcreek Dr,76133,1,05/14/2015,100
VIVO 53,"Average ""VIVO 53"" Rating: n/a",Lounge,525 Taylor St,76102,4,10/14/2015,87
VOLUNTEERS OF AMERICA,"Average ""VOLUNTEERS OF AMERICA"" Rating: n/a",Restaurant,4700 S Riverside Dr,76119,3,07/29/2015,93
VOLUNTEERS OF AMERICA,"Average ""VOLUNTEERS OF AMERICA"" Rating: n/a",Restaurant,2710 Ave J,76105,3,11/24/2015,83
W H GROVE HOME,"Average ""W H GROVE HOME"" Rating: n/a",Restaurant,4740 E Lancaster Ave,76103,6,01/13/2016,92
WAFFLE HOUSE # 1339,"Average ""WAFFLE HOUSE # 1339"" Rating: n/a",Restaurant,5045 N Beach St,76137,6,11/05/2015,76
WAFFLE HOUSE # 1421,"Average ""WAFFLE HOUSE # 1421"" Rating: n/a",Restaurant,3020 Western Center Blvd,76131,7,11/11/2015,78
WAFFLE HOUSE #1401,"Average ""WAFFLE HOUSE #1401"" Rating: n/a",Restaurant,251 W Rendon Crowley Rd,76028,6,01/20/2016,76
WAFFLE HOUSE #385,"Average ""WAFFLE HOUSE #385"" Rating: n/a",Restaurant,1216 Oakland Blvd,76103,7,11/17/2015,89
WAFFLE HOUSE #815,"Average ""WAFFLE HOUSE #815"" Rating: n/a",Restaurant,9450 White Settlement Rd,76108,6,12/07/2015,80
WAFFLE HOUSE #928,"Average ""WAFFLE HOUSE #928"" Rating: n/a",Restaurant,6320 South Freeway,76134,6,10/08/2015,88
WAFFLE HOUSE #961,"Average ""WAFFLE HOUSE #961"" Rating: n/a",Restaurant,150 E Loop 820,76112,6,02/01/2016,90
WALGREENS #03878,"Average ""WALGREENS #03878"" Rating: n/a",Grocery Store -- Retail,3401 Sycamore School Rd,76123,3,01/06/2016,100
WALGREENS #04268,"Average ""WALGREENS #04268"" Rating: n/a",Grocery Store -- Retail,3809 E Belknap St,76111,2,12/16/2015,100
WALGREENS #04314,"Average ""WALGREENS #04314"" Rating: n/a",Grocery Store -- Retail,6346 Camp Bowie Blvd,76116,2,08/09/2015,97
WALGREENS #04417,"Average ""WALGREENS #04417"" Rating: n/a",Grocery Store -- Retail,8600 Camp Bowie West Blvd,76116,2,06/16/2015,96
WALGREENS #04785,"Average ""WALGREENS #04785"" Rating: n/a",Grocery Store -- Retail,2400 Jacksboro Hwy,76114,2,09/29/2015,100
WALGREENS #04857,"Average ""WALGREENS #04857"" Rating: n/a",Grocery Store -- Retail,4921 Bryant Irvin Rd,76132,2,12/28/2015,100
WALGREENS #04858,"Average ""WALGREENS #04858"" Rating: n/a",Grocery Store -- Retail,6205 Westcreek Dr,76133,2,09/28/2015,96
WALGREENS #05211,"Average ""WALGREENS #05211"" Rating: n/a",Grocery Store -- Retail,4350 Oak Park Ln,76109,2,09/24/2015,87
WALGREENS #05270,"Average ""WALGREENS #05270"" Rating: n/a",Grocery Store -- Retail,3100 Mccart Ave,76110,2,09/22/2015,92
WALGREENS #05435,"Average ""WALGREENS #05435"" Rating: n/a",Grocery Store -- Retail,3100 Miller Ave,76105,2,09/22/2015,100
WALGREENS #05922,"Average ""WALGREENS #05922"" Rating: n/a",Grocery Store -- Retail,108 Ne 28th St,76106,3,06/11/2015,93
WALGREENS #05961,"Average ""WALGREENS #05961"" Rating: n/a",Grocery Store -- Retail,921 Henderson St,76102,2,05/23/2015,93
WALGREENS #06996,"Average ""WALGREENS #06996"" Rating: n/a",Grocery Store -- Retail,4200 E Lancaster Ave,76103,2,09/16/2015,100
WALGREENS #07391,"Average ""WALGREENS #07391"" Rating: n/a",Grocery Store -- Retail,6048 S Hulen St,76132,2,09/10/2015,100
WALGREENS #07898,"Average ""WALGREENS #07898"" Rating: n/a",Grocery Store -- Retail,9625 White Settlement Rd,76108,3,06/15/2015,100
WALGREENS #09224,"Average ""WALGREENS #09224"" Rating: n/a",Grocery Store -- Retail,4324 Golden Triangle Blvd,76248,2,01/04/2016,100
WALGREENS #09235,"Average ""WALGREENS #09235"" Rating: n/a",Grocery Store -- Retail,8600 S Hulen St,76123,2,04/29/2015,94
WALGREENS #09763,"Average ""WALGREENS #09763"" Rating: n/a",Grocery Store -- Retail,4515 Camp Bowie Blvd,76107,2,11/17/2015,93
WALGREENS #12410,"Average ""WALGREENS #12410"" Rating: n/a",Grocery Store -- Retail,12450 Timberland Blvd,76244,2,07/16/2015,100
WALGREENS #7112,"Average ""WALGREENS #7112"" Rating: n/a",Grocery Store -- Retail,4500 N Tarrant Pkwy,76248,2,02/01/2016,97
WALMART,"Average ""WALMART"" Rating: n/a",Bakery -- Retail,2245 Jacksboro Hwy,76114,6,09/29/2015,100
WALMART #3044,"Average ""WALMART #3044"" Rating: n/a",Grocery Store -- Retail,2900 Renaissance Sq,76105,7,12/18/2015,96
WALMART #3135,"Average ""WALMART #3135"" Rating: n/a",Restaurant,717 W Berry St,76110,9,12/28/2015,97
WALMART #5764,"Average ""WALMART #5764"" Rating: n/a",Produce -- Retail,2401 Avondale Haslet Rd,76052,13,09/21/2015,100
WALMART FUEL STATION 3043,"Average ""WALMART FUEL STATION 3043"" Rating: n/a",Grocery Store -- Retail,4550 Heritage Trace Pkwy,76244,1,05/14/2015,100
WALMART MARKET #3043,"Average ""WALMART MARKET #3043"" Rating: n/a",Produce -- Retail,4536 Heritage Trace Pkwy,76248,8,12/14/2015,100
WALMART NEIGHBORHOOD MARKET #2979,"Average ""WALMART NEIGHBORHOOD MARKET #2979"" Rating: n/a",Produce -- Retail,7401 Park Vista Blvd,76137,8,01/18/2016,91
WALMART NEIGHBORHOOD MARKET #3419,"Average ""WALMART NEIGHBORHOOD MARKET #3419"" Rating: n/a",Restaurant,6756 W Vickery Blvd,76116,4,01/19/2016,95
WALMART NEIGHBORHOOD STORE #5181,"Average ""WALMART NEIGHBORHOOD STORE #5181"" Rating: n/a",Produce -- Retail,6513 Meadowbrook Dr,76112,14,11/16/2015,84
WALMART SUPER CENTER #2978,"Average ""WALMART SUPER CENTER #2978"" Rating: n/a",Grocery Store -- Retail,7451 Mccart Ave,76133,10,12/19/2015,97
WALMART SUPER CENTER #2980,"Average ""WALMART SUPER CENTER #2980"" Rating: n/a",Produce -- Retail,8520 N Beach St,76244,6,11/30/2015,88
WALMART SUPER CENTER #3773,"Average ""WALMART SUPER CENTER #3773"" Rating: n/a",Grocery Store -- Retail,9500 Clifford St,76108,8,11/16/2015,94
WALMART SUPER CENTER #5312,"Average ""WALMART SUPER CENTER #5312"" Rating: n/a",Produce -- Retail,3851 Airport Fwy,76111,7,12/21/2015,97
WALMART SUPERCENTER # 1455,"Average ""WALMART SUPERCENTER # 1455"" Rating: n/a",Produce -- Retail,8401 Anderson Blvd,76120,12,11/12/2015,100
WALMART SUPERCENTER # 590,"Average ""WALMART SUPERCENTER # 590"" Rating: n/a",Grocery Store -- Retail,6300 Oakmont Blvd,76132,10,12/21/2015,94
WASABI SUSHI JAPANESE RESTAURANT,"Average ""WASABI SUSHI JAPANESE RESTAURANT"" Rating: n/a",Restaurant,5443 S Hulen St,76132,5,10/21/2015,78
WATER HOLE THE,"Average ""WATER HOLE THE"" Rating: n/a",Lounge,3620 Raider Dr,76053,1,01/29/2015,86
WATERFORD @ GRANBURY STATION THE,"Average ""WATERFORD @ GRANBURY STATION THE"" Rating: n/a",Restaurant,6799 Granbury Rd,76133,6,02/10/2016,89
WATERS RESTAURANT,"Average ""Waters Restaurant"" Rating: n/a",Lounge,2901 Crockett St,76107,9,01/06/2016,84
WAYNES GROCERY STORE,"Average ""WAYNES GROCERY STORE"" Rating: n/a",Grocery Store -- Retail,1704 Vaughn Blvd,76105,10,01/13/2016,86
WELCOME GROCERY,"Average ""WELCOME GROCERY"" Rating: n/a",Grocery Store -- Retail,1200 W Bolt St,76110,2,03/18/2015,86
WENDYS,"Average ""WENDYS"" Rating: n/a",Restaurant,6440 North Freeway,76137,3,11/20/2015,91
WENDYS,"Average ""WENDYS"" Rating: n/a",Restaurant,2926 W 7th St,76107,3,08/27/2015,100
WENDYS,"Average ""WENDYS"" Rating: 5.0",Restaurant,5900 Camp Bowie Blvd,76107,3,08/12/2015,87
WENDYS,"Average ""WENDYS"" Rating: n/a",Restaurant,221 W Seminary Dr,76115,3,11/17/2015,90
WENDYS,"Average ""WENDYS"" Rating: n/a",Restaurant,5350 Blue Mound Rd,76106,3,11/05/2015,89
WENDYS,"Average ""WENDYS"" Rating: n/a",Restaurant,2801 N Tarrant Pkwy,76177,2,10/15/2015,94
WENDYS #0952,"Average ""WENDYS #0952"" Rating: 5.0",Restaurant,963 N Beach St,76111,2,08/05/2015,88
WENDYS #11566,"Average ""WENDYS #11566"" Rating: n/a",Restaurant,2801 E Berry St,76105,3,02/05/2016,83
WENDYS #2413,"Average ""WENDYS #2413"" Rating: n/a",Restaurant,14160 Trinity Blvd,76155,4,01/13/2016,89
WENDYS #2414,"Average ""WENDYS #2414"" Rating: n/a",Restaurant,1500 Eastchase Pkwy,76120,4,12/11/2015,84
WENDYS #5488,"Average ""WENDYS #5488"" Rating: n/a",Restaurant,6250 Oakmont Blvd,76132,2,10/12/2015,85
WENDYS #8265,"Average ""WENDYS #8265"" Rating: n/a",Restaurant,6716 Bridge St,76112,4,12/14/2015,77
WENDYS #906,"Average ""WENDYS #906"" Rating: n/a",Restaurant,2317 W Berry St,76110,3,07/10/2015,88
WENDYS #9080,"Average ""WENDYS #9080"" Rating: n/a",Restaurant,3815 Sw Loop 820,76133,3,01/15/2016,91
WESLEY CENTER,"Average ""WESLEY CENTER"" Rating: n/a",Child Care Kitchen,3600 N Crump,76106,2,01/07/2016,96
WEST FORK GRILL,"Average ""WEST FORK GRILL"" Rating: n/a",Restaurant,1200 W Summit Ave,76102,4,10/14/2015,80
WESTAID,"Average ""WESTAID"" Rating: n/a",Grocery Store -- Retail,7914 Camp Bowie West Blvd,76116,2,06/17/2015,86
WESTCHESTER PLAZA,"Average ""WESTCHESTER PLAZA"" Rating: n/a",Snack Bar,554 S Summit Ave,76104,10,01/21/2016,90
WESTCREEK FOOD MART,"Average ""WESTCREEK FOOD MART"" Rating: n/a",Grocery Store -- Retail,5829 Westcreek Dr,76133,2,05/14/2015,96
WESTERN DONUTS,"Average ""WESTERN DONUTS"" Rating: n/a",Bakery -- Retail,3349 Western Center Blvd,76137,2,10/21/2015,90
WESTERN LUCKY LADY,"Average ""WESTERN LUCKY LADY"" Rating: n/a",Grocery Store -- Retail,4504 Boat Club Rd,76135,2,09/29/2015,96
WESTSIDE CAFE,"Average ""WESTSIDE CAFE"" Rating: n/a",Restaurant,7950 Camp Bowie West Blvd,76116,6,12/14/2015,86
WESTSIDE LITTLE LEAGUE,"Average ""WESTSIDE LITTLE LEAGUE"" Rating: n/a",Snack Bar,417 Rockwood Park Dr,76107,2,04/16/2015,100
WETCREEK BAR,"Average ""WETCREEK BAR"" Rating: n/a",Lounge,3918 E Belknap St,76111,1,05/01/2015,88
WHATABURGER,"Average ""WHATABURGER"" Rating: n/a",Restaurant,2236 Jacksboro Hwy,76114,2,01/19/2016,87
WHATABURGER,"Average ""WHATABURGER"" Rating: n/a",Restaurant,13148 Highway 287 N,76052,2,11/18/2015,100
WHATABURGER #119,"Average ""WHATABURGER #119"" Rating: n/a",Restaurant,3313 Cherry Ln,76116,3,11/12/2015,75
WHATABURGER #179,"Average ""WHATABURGER #179"" Rating: n/a",Restaurant,955 N Beach St,76111,3,12/23/2015,76
WHATABURGER #205,"Average ""WHATABURGER #205"" Rating: 5.0",Restaurant,125 Sycamore School Rd,76134,3,10/08/2015,89
WHATABURGER #345,"Average ""WHATABURGER #345"" Rating: n/a",Restaurant,3501 Altamesa Blvd,76133,3,10/29/2015,92
WHATABURGER #387,"Average ""WHATABURGER #387"" Rating: 2.7",Restaurant,6469 Brentwood Stair Rd,76112,4,01/12/2016,82
WHATABURGER #508,"Average ""WHATABURGER #508"" Rating: n/a",Restaurant,901 E Seminary Dr,76115,4,01/24/2016,89
WHATABURGER #510,"Average ""WHATABURGER #510"" Rating: n/a",Restaurant,109 Ne 28th St,76106,3,12/19/2015,76
WHATABURGER #526,"Average ""WHATABURGER #526"" Rating: n/a",Restaurant,3160 Se Loop 820,76140,4,10/01/2015,93
WHATABURGER #530,"Average ""WHATABURGER #530"" Rating: 4.5",Restaurant,6225 Hulen Bend Blvd,76132,4,12/30/2015,90
WHATABURGER #553,"Average ""WHATABURGER #553"" Rating: n/a",Restaurant,2401 W Berry St,76110,3,11/20/2015,87
WHATABURGER #609,"Average ""WHATABURGER #609"" Rating: n/a",Restaurant,1425 Eastchase Pkwy,76120,3,08/28/2015,93
WHATABURGER #706,"Average ""WHATABURGER #706"" Rating: n/a",Restaurant,5351 N Beach St,76137,4,01/20/2016,93
WHATABURGER #71,"Average ""WHATABURGER #71"" Rating: n/a",Restaurant,4051 E Lancaster Ave,76103,4,11/24/2015,94
WHATABURGER #76,"Average ""WHATABURGER #76"" Rating: n/a",Restaurant,2600 Hemphill St,76110,3,11/20/2015,88
WHATABURGER #832,"Average ""WHATABURGER #832"" Rating: n/a",Restaurant,3000 Western Center Blvd,76131,4,12/31/2015,76
WHATABURGER #883,"Average ""WHATABURGER #883"" Rating: n/a",Restaurant,9501 White Settlement Rd,76108,3,10/08/2015,100
WHATABURGER RESTAURANT LP,"Average ""WHATABURGER RESTAURANT LP"" Rating: n/a",Restaurant,3701 West Freeway,76106,3,07/16/2015,81
WHICH WICH,"Average ""WHICH WICH"" Rating: n/a",Deli -- Retail,2908 Texas Sage Trl,76140,4,12/16/2015,80
WHICH WICH,"Average ""WHICH WICH"" Rating: n/a",Snack Bar,6600 North Freeway,76137,3,10/19/2015,90
WHISKEY GARDEN THE,"Average ""WHISKEY GARDEN THE"" Rating: n/a",Lounge,2800 Bledsoe St,76107,7,11/19/2015,97
WHISKEY GIRL SALOON,"Average ""Whiskey Girl Saloon"" Rating: n/a",Lounge,2413 Ellis Ave,76164,2,06/26/2015,91
WHITE EAGLE DELI,"Average ""WHITE EAGLE DELI"" Rating: n/a",Deli -- Retail,1560 N Sylvania Ave,76111,3,10/27/2015,82
WHITE ELEPHANT SALOON,"Average ""WHITE ELEPHANT SALOON"" Rating: n/a",Lounge,106 E Exchange Ave,76106,2,05/30/2015,94
WICHITA FOOD MART,"Average ""WICHITA FOOD MART"" Rating: n/a",Grocery Store -- Retail,4805 Wichita St,76119,2,09/22/2015,93
WICHITA FUEL CITY,"Average ""WICHITA FUEL CITY"" Rating: n/a",Grocery Store -- Retail,6550 Wichita St,76140,6,10/29/2015,100
WILD BLUEBERRIES,"Average ""WILD BLUEBERRIES"" Rating: n/a",Snack Bar,9500 Ray White Rd,76244,2,07/14/2015,97
WILD BUNCH SANDWICH SHOP,"Average ""WILD BUNCH SANDWICH SHOP"" Rating: n/a",Deli -- Retail,101 S Jennings Ave,76104,3,10/20/2015,79
WILD MUSHROOM THE,"Average ""WILD MUSHROOM THE"" Rating: n/a",Lounge,3206 Winthrop Ave,76116,4,11/20/2015,94
WILD SUSHI,"Average ""WILD SUSHI"" Rating: n/a",Restaurant,4386 Western Center Blvd,76137,5,10/15/2015,86
WILL ROGERS BISTRO@ALCON,"Average ""WILL ROGERS BISTRO@ALCON"" Rating: n/a",Deli -- Retail,6801 Will Rogers Blvd,76140,3,06/30/2015,100
WILL ROGERS COLISEUM,"Average ""WILL ROGERS COLISEUM"" Rating: n/a",Restaurant,3401 W Lancaster Ave,76107,51,02/04/2016,91
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,5437 Ramey Ave,76105,3,08/17/2015,86
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,1701 Mcclellan Ct,76112,6,12/03/2015,88
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,4313 E Berry St,76105,6,11/05/2015,88
WILLIAMS CHICKEN #10,"Average ""WILLIAMS CHICKEN #10"" Rating: n/a",Restaurant,7330 W Cleburne Rd,76133,3,09/30/2015,88
WILLIAMS CHICKEN #11,"Average ""WILLIAMS CHICKEN #11"" Rating: n/a",Restaurant,1000 E Berry St,76110,6,11/04/2015,91
WILLIAMS SONOMA #973,"Average ""WILLIAMS SONOMA #973"" Rating: n/a",Snack Bar,1620 S University Dr,76107,2,03/28/2015,97
WILLIES MART,"Average ""WILLIES MART"" Rating: n/a",Grocery Store -- Retail,3410 Decatur Ave,76106,2,06/08/2015,90
WILLOUGHBY HOUSE,"Average ""WILLOUGHBY HOUSE"" Rating: n/a",Restaurant,8100 W Elizabeth Ln,76116,3,01/15/2016,90
WILLOW SPRINGS GOLF COURSE,"Average ""WILLOW SPRINGS GOLF COURSE"" Rating: n/a",Restaurant,1714 Avondale Haslet Rd,76052,3,12/01/2015,87
WILLOWS THE,"Average ""WILLOWS THE"" Rating: n/a",Restaurant,4551 Boat Club Rd,76135,8,12/02/2015,94
WILSONS BARBECUE,"Average ""WILSONS BARBECUE"" Rating: n/a",Restaurant,6513 Brentwood Stair Rd,76112,7,11/24/2015,92
WINCO FOODS,"Average ""WINCO FOODS"" Rating: n/a",Deli -- Retail,8000 Crowley Rd,76134,14,01/29/2016,88
WINEHAUS,"Average ""WINEHAUS"" Rating: n/a",Lounge,1628 Park Place Ave,76110,2,12/22/2015,97
WING STOP,"Average ""WING STOP"" Rating: n/a",Restaurant,2718 E Berry St,76105,2,10/27/2015,72
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,4608 Bryant Irvin Rd,76132,3,12/22/2015,82
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,7420 Mccart Ave,76133,3,08/24/2015,85
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,2723 8th Ave,76110,4,12/30/2015,88
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,301 Clifford Center Dr,76108,4,12/14/2015,94
WINGSTOP #298,"Average ""WINGSTOP #298"" Rating: n/a",Restaurant,6208 Camp Bowie Blvd,76116,3,11/11/2015,83
WINGSTOP #981,"Average ""WINGSTOP #981"" Rating: n/a",Restaurant,1801 Eastchase Pkwy,76120,4,01/19/2016,81
WINGSTOP 982,"Average ""WINGSTOP 982"" Rating: n/a",Restaurant,237 Ne 28th St,76106,3,08/01/2015,90
WINGSTOP 985,"Average ""WINGSTOP 985"" Rating: n/a",Restaurant,3300 Western Center Blvd,76137,3,10/21/2015,91
WINSLOW WINE CAFE,"Average ""WINSLOW WINE CAFE"" Rating: n/a",Lounge,4101 Camp Bowie Blvd,76107,4,09/29/2015,86
WIRED WILLYS,"Average ""WIRED WILLYS"" Rating: n/a",Lounge,700 Carroll St,76107,2,07/20/2015,91
WONDER DONUT,"Average ""WONDER DONUT"" Rating: n/a",Bakery -- Retail,5208 Wonder Dr,76133,4,01/25/2016,77
WOODHAVEN COUNTRY CLUB,"Average ""WOODHAVEN COUNTRY CLUB"" Rating: n/a",Restaurant,913 Country Club Ln,76112,8,02/02/2016,86
WOODHAVEN FOOD MART,"Average ""WOODHAVEN FOOD MART"" Rating: n/a",Deli -- Retail,1251 Woodhaven Blvd,76112,4,01/12/2016,92
WOODSHED SMOKEHOUSE,"Average ""WOODSHED SMOKEHOUSE"" Rating: n/a",Lounge,3201 Riverfront Dr,76107,10,12/08/2015,83
WOODY CREEK BARBQ,"Average ""WOODY CREEK BARBQ"" Rating: n/a",Lounge,1776 Mall Cir,76116,10,02/04/2016,90
WOODYS TAVERN,"Average ""WOODYS TAVERN"" Rating: n/a",Snack Bar,4744 Bryant Irvin Rd,76132,4,01/14/2016,97
WOOLLEYS FROZEN CUSTARD,"Average ""WOOLLEYS FROZEN CUSTARD"" Rating: n/a",Snack Bar,3529 Heritage Trace Pkwy,76244,2,09/23/2015,94
WOOLLEYS FROZEN CUSTARD,"Average ""WOOLLEYS FROZEN CUSTARD"" Rating: n/a",Snack Bar,7630 N Beach St,76137,2,06/10/2015,94
WORLD BLEND,"Average ""WORLD BLEND"" Rating: n/a",Snack Bar,5410 Basswood Blvd,76137,2,03/25/2015,87
WORLD OF BEER,"Average ""WORLD OF BEER"" Rating: n/a",Lounge,3100 W 7th St,76107,3,09/15/2015,94
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,4601 Huffines Blvd,76135,3,11/17/2015,100
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,13900 Sendera Ranch Blvd,76052,3,11/17/2015,97
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,8350 Parkwood Hill Blvd,76137,2,11/10/2015,93
XTREME SUPPLEMENT,"Average ""XTREME SUPPLEMENT"" Rating: n/a",Snack Bar,5811 Camp Bowie Blvd,76107,2,01/29/2016,89
