B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
15246,,689,,8063,,534,,8049,,533,,7663,,538,,386,,200,,14,,24,,7183,,582,,8600000US75159,ZCTA5 75159,48,75159
5314,,538,,3248,,481,,3248,,481,,3075,,460,,173,,125,,0,,19,,2066,,300,,8600000US75161,ZCTA5 75161,48,75161
3192,,224,,2385,,195,,2385,,195,,2347,,195,,38,,22,,0,,14,,807,,134,,8600000US75166,ZCTA5 75166,48,75166
11307,,757,,5985,,570,,5985,,570,,5676,,551,,309,,130,,0,,21,,5322,,483,,8600000US75169,ZCTA5 75169,48,75169
21344,,824,,15088,,723,,15052,,722,,14376,,686,,676,,196,,36,,65,,6256,,626,,8600000US75189,ZCTA5 75189,48,75189
7638,,540,,2242,,274,,2242,,274,,2219,,276,,23,,27,,0,,19,,5396,,462,,8600000US75207,ZCTA5 75207,48,75207
633,,120,,341,,105,,341,,105,,335,,104,,6,,8,,0,,14,,292,,77,,8600000US77857,ZCTA5 77857,48,77857
1859,,274,,1027,,196,,1027,,196,,951,,178,,76,,66,,0,,14,,832,,164,,8600000US77861,ZCTA5 77861,48,77861
13464,,578,,6365,,495,,6365,,495,,5948,,524,,417,,162,,0,,21,,7099,,581,,8600000US77868,ZCTA5 77868,48,77868
111,,93,,66,,45,,66,,45,,66,,45,,0,,14,,0,,14,,45,,56,,8600000US77876,ZCTA5 77876,48,77876
883,,225,,479,,198,,479,,198,,402,,192,,77,,82,,0,,14,,404,,169,,8600000US77880,ZCTA5 77880,48,77880
11720,,582,,7051,,483,,7051,,483,,6797,,501,,254,,123,,0,,21,,4669,,446,,8600000US77905,ZCTA5 77905,48,77905
65,,66,,37,,54,,37,,54,,37,,54,,0,,14,,0,,14,,28,,41,,8600000US77960,ZCTA5 77960,48,77960
4557,,362,,2304,,273,,2289,,270,,2157,,273,,132,,65,,15,,27,,2253,,278,,8600000US77963,ZCTA5 77963,48,77963
544,,140,,361,,114,,361,,114,,361,,114,,0,,14,,0,,14,,183,,63,,8600000US77978,ZCTA5 77978,48,77978
16339,,962,,10177,,879,,10154,,876,,9823,,874,,331,,121,,23,,40,,6162,,504,,8600000US77657,ZCTA5 77657,48,77657
9395,,763,,6114,,675,,6114,,675,,5907,,637,,207,,107,,0,,21,,3281,,396,,8600000US77708,ZCTA5 77708,48,77708
23930,,680,,13752,,727,,13752,,727,,13047,,772,,705,,253,,0,,25,,10178,,663,,8600000US77833,ZCTA5 77833,48,77833
52184,,1345,,35405,,1141,,35297,,1135,,34315,,1117,,982,,278,,108,,74,,16779,,937,,8600000US77845,ZCTA5 77845,48,77845
2430,,457,,1288,,362,,1288,,362,,1209,,353,,79,,71,,0,,14,,1142,,232,,8600000US77871,ZCTA5 77871,48,77871
280,,110,,100,,63,,100,,63,,91,,56,,9,,14,,0,,14,,180,,88,,8600000US77878,ZCTA5 77878,48,77878
8164,,535,,4959,,450,,4959,,450,,4705,,416,,254,,114,,0,,21,,3205,,374,,8600000US77995,ZCTA5 77995,48,77995
33128,,1725,,19446,,1044,,19446,,1044,,17964,,970,,1482,,272,,0,,29,,13682,,1259,,8600000US77004,ZCTA5 77004,48,77004
29593,,1012,,23962,,964,,23962,,964,,23340,,981,,622,,175,,0,,29,,5631,,531,,8600000US77008,ZCTA5 77008,48,77008
20735,,843,,16505,,747,,16505,,747,,15863,,732,,642,,184,,0,,25,,4230,,471,,8600000US77006,ZCTA5 77006,48,77006
6229,,385,,5037,,382,,5031,,383,,4869,,373,,162,,88,,6,,9,,1192,,235,,8600000US78722,ZCTA5 78722,48,78722
50494,,1740,,38352,,1558,,38291,,1552,,35905,,1530,,2386,,449,,61,,67,,12142,,924,,8600000US78664,ZCTA5 78664,48,78664
32277,,1194,,21559,,1125,,21395,,1144,,20779,,1112,,616,,243,,164,,87,,10718,,806,,8600000US78232,ZCTA5 78232,48,78232
1178,,227,,894,,229,,858,,225,,854,,225,,4,,6,,36,,56,,284,,93,,8600000US78235,ZCTA5 78235,48,78235
19588,,965,,12620,,948,,12446,,940,,11684,,898,,762,,265,,174,,93,,6968,,543,,8600000US78238,ZCTA5 78238,48,78238
55469,,1609,,39245,,1471,,37611,,1534,,35333,,1445,,2278,,462,,1634,,461,,16224,,1019,,8600000US78245,ZCTA5 78245,48,78245
42086,,1237,,30004,,1172,,29837,,1160,,28835,,1152,,1002,,233,,167,,69,,12082,,713,,8600000US78247,ZCTA5 78247,48,78247
31165,,1189,,22018,,1010,,20951,,1025,,20028,,1034,,923,,237,,1067,,174,,9147,,675,,8600000US78253,ZCTA5 78253,48,78253
9370,,957,,7154,,890,,7140,,889,,6839,,908,,301,,162,,14,,26,,2216,,436,,8600000US78256,ZCTA5 78256,48,78256
20445,,1209,,14002,,844,,13873,,838,,13283,,800,,590,,215,,129,,71,,6443,,815,,8600000US78259,ZCTA5 78259,48,78259
19326,,881,,12989,,677,,12921,,677,,12372,,671,,549,,197,,68,,35,,6337,,517,,8600000US78260,ZCTA5 78260,48,78260
293,,167,,185,,133,,185,,133,,157,,98,,28,,44,,0,,14,,108,,84,,8600000US78339,ZCTA5 78339,48,78339
1575,,207,,885,,154,,885,,154,,853,,151,,32,,25,,0,,14,,690,,117,,8600000US78359,ZCTA5 78359,48,78359
3833,,259,,2194,,295,,2194,,295,,1963,,314,,231,,109,,0,,19,,1639,,264,,8600000US78361,ZCTA5 78361,48,78361
265,,77,,116,,43,,116,,43,,90,,37,,26,,18,,0,,14,,149,,58,,8600000US78369,ZCTA5 78369,48,78369
3787,,391,,2102,,245,,2102,,245,,1996,,236,,106,,64,,0,,14,,1685,,250,,8600000US78370,ZCTA5 78370,48,78370
3947,,312,,2520,,379,,2474,,370,,2400,,380,,74,,76,,46,,67,,1427,,260,,8600000US78373,ZCTA5 78373,48,78373
2880,,194,,1464,,160,,1464,,160,,1405,,165,,59,,41,,0,,14,,1416,,163,,8600000US78377,ZCTA5 78377,48,78377
17859,,597,,9504,,664,,9504,,664,,8882,,612,,622,,244,,0,,25,,8355,,624,,8600000US78382,ZCTA5 78382,48,78382
364,,135,,182,,78,,182,,78,,182,,78,,0,,14,,0,,14,,182,,98,,8600000US78385,ZCTA5 78385,48,78385
5145,,822,,2724,,442,,2724,,442,,2631,,433,,93,,86,,0,,19,,2421,,484,,8600000US78002,ZCTA5 78002,48,78002
4663,,446,,1789,,258,,1789,,258,,1449,,301,,340,,195,,0,,19,,2874,,434,,8600000US78017,ZCTA5 78017,48,78017
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US78001,ZCTA5 78001,48,78001
117,,60,,64,,30,,64,,30,,58,,28,,6,,9,,0,,14,,53,,38,,8600000US78007,ZCTA5 78007,48,78007
1286,,242,,760,,180,,760,,180,,673,,166,,87,,65,,0,,14,,526,,132,,8600000US78011,ZCTA5 78011,48,78011
9118,,1007,,5498,,954,,5433,,881,,5242,,901,,191,,121,,65,,94,,3620,,484,,8600000US78016,ZCTA5 78016,48,78016
9191,,319,,5236,,344,,5236,,344,,4704,,340,,532,,188,,0,,21,,3955,,336,,8600000US78076,ZCTA5 78076,48,78076
3681,,430,,2202,,326,,2202,,326,,2190,,324,,12,,11,,0,,14,,1479,,238,,8600000US78947,ZCTA5 78947,48,78947
604,,217,,288,,141,,288,,141,,288,,141,,0,,14,,0,,14,,316,,126,,8600000US78948,ZCTA5 78948,48,78948
7758,,586,,4319,,460,,4319,,460,,4124,,448,,195,,103,,0,,19,,3439,,423,,8600000US78957,ZCTA5 78957,48,78957
4149,,385,,2634,,275,,2634,,275,,2494,,268,,140,,102,,0,,19,,1515,,233,,8600000US78962,ZCTA5 78962,48,78962
203,,164,,151,,144,,151,,144,,151,,144,,0,,14,,0,,14,,52,,72,,8600000US78075,ZCTA5 78075,48,78075
394,,113,,183,,76,,183,,76,,183,,76,,0,,14,,0,,14,,211,,73,,8600000US78117,ZCTA5 78117,48,78117
10308,,736,,6589,,577,,6570,,581,,6435,,571,,135,,58,,19,,27,,3719,,424,,8600000US78121,ZCTA5 78121,48,78121
38498,,827,,23260,,888,,23244,,890,,22327,,906,,917,,265,,16,,16,,15238,,865,,8600000US78155,ZCTA5 78155,48,78155
69860,,1870,,52216,,1932,,52106,,1921,,50040,,1858,,2066,,657,,110,,105,,17644,,1270,,8600000US78660,ZCTA5 78660,48,78660
16738,,640,,12627,,734,,12619,,734,,12368,,716,,251,,115,,8,,13,,4111,,428,,8600000US78703,ZCTA5 78703,48,78703
10163,,938,,6867,,700,,6854,,699,,6557,,646,,297,,166,,13,,21,,3296,,485,,8600000US78721,ZCTA5 78721,48,78721
11336,,1098,,8965,,1053,,8965,,1053,,8738,,1038,,227,,149,,0,,21,,2371,,476,,8600000US78726,ZCTA5 78726,48,78726
43006,,1228,,34234,,1136,,34234,,1136,,33261,,1080,,973,,268,,0,,29,,8772,,643,,8600000US78704,ZCTA5 78704,48,78704
6308,,784,,4485,,659,,4485,,659,,4391,,664,,94,,63,,0,,19,,1823,,377,,8600000US78725,ZCTA5 78725,48,78725
14914,,771,,10303,,624,,10303,,624,,10042,,619,,261,,119,,0,,25,,4611,,465,,8600000US78739,ZCTA5 78739,48,78739
680,,210,,441,,157,,441,,157,,436,,157,,5,,7,,0,,14,,239,,82,,8600000US78742,ZCTA5 78742,48,78742
5852,,439,,2994,,451,,2994,,451,,2611,,432,,383,,177,,0,,19,,2858,,403,,8600000US78834,ZCTA5 78834,48,78834
28458,,1051,,17318,,867,,17295,,868,,16750,,868,,545,,187,,23,,39,,11140,,806,,8600000US78006,ZCTA5 78006,48,78006
429,,279,,132,,117,,132,,117,,132,,117,,0,,14,,0,,14,,297,,226,,8600000US78008,ZCTA5 78008,48,78008
2573,,318,,1501,,316,,1501,,316,,1353,,296,,148,,104,,0,,14,,1072,,179,,8600000US78375,ZCTA5 78375,48,78375
304,,100,,164,,73,,164,,73,,158,,70,,6,,11,,0,,14,,140,,44,,8600000US78340,ZCTA5 78340,48,78340
144,,88,,85,,56,,85,,56,,79,,54,,6,,10,,0,,14,,59,,46,,8600000US78371,ZCTA5 78371,48,78371
3716,,563,,1712,,321,,1712,,321,,1701,,321,,11,,19,,0,,19,,2004,,468,,8600000US78372,ZCTA5 78372,48,78372
428,,177,,212,,102,,212,,102,,172,,90,,40,,39,,0,,14,,216,,96,,8600000US78376,ZCTA5 78376,48,78376
1231,,343,,654,,203,,654,,203,,594,,193,,60,,45,,0,,14,,577,,180,,8600000US78379,ZCTA5 78379,48,78379
3539,,708,,1913,,512,,1913,,512,,1852,,503,,61,,49,,0,,14,,1626,,341,,8600000US78383,ZCTA5 78383,48,78383
36914,,1472,,24895,,1209,,24857,,1210,,24080,,1154,,777,,225,,38,,44,,12019,,985,,8600000US77581,ZCTA5 77581,48,77581
31318,,2333,,16426,,1603,,16426,,1603,,15917,,1597,,509,,164,,0,,29,,14892,,1328,,8600000US77583,ZCTA5 77583,48,77583
12076,,474,,7754,,506,,7754,,506,,7252,,512,,502,,196,,0,,21,,4322,,375,,8600000US77587,ZCTA5 77587,48,77587
477,,244,,292,,213,,292,,213,,238,,173,,54,,56,,0,,14,,185,,124,,8600000US77616,ZCTA5 77616,48,77616
545,,234,,248,,163,,248,,163,,214,,138,,34,,39,,0,,14,,297,,175,,8600000US77624,ZCTA5 77624,48,77624
12458,,602,,6037,,438,,6034,,438,,5399,,411,,635,,196,,3,,6,,6421,,440,,8600000US77640,ZCTA5 77640,48,77640
20808,,879,,11724,,704,,11724,,704,,11286,,719,,438,,134,,0,,25,,9084,,695,,8600000US77662,ZCTA5 77662,48,77662
4920,,591,,3160,,512,,3126,,500,,2904,,454,,222,,182,,34,,45,,1760,,309,,8600000US77665,ZCTA5 77665,48,77665
28942,,1123,,20282,,893,,20282,,893,,19400,,863,,882,,217,,0,,29,,8660,,663,,8600000US77009,ZCTA5 77009,48,77009
27554,,1384,,19407,,1309,,19407,,1309,,17963,,1274,,1444,,366,,0,,29,,8147,,789,,8600000US77014,ZCTA5 77014,48,77014
13902,,888,,9694,,850,,9694,,850,,8905,,876,,789,,251,,0,,21,,4208,,502,,8600000US77031,ZCTA5 77031,48,77031
29541,,1461,,20850,,1145,,20818,,1139,,19542,,1083,,1276,,400,,32,,51,,8691,,789,,8600000US77034,ZCTA5 77034,48,77034
34140,,1215,,23904,,1013,,23904,,1013,,22434,,944,,1470,,262,,0,,29,,10236,,664,,8600000US77055,ZCTA5 77055,48,77055
46211,,1896,,30639,,1574,,30639,,1574,,28956,,1468,,1683,,448,,0,,32,,15572,,1143,,8600000US77072,ZCTA5 77072,48,77072
28302,,1291,,19298,,1104,,19298,,1104,,18168,,1093,,1130,,214,,0,,29,,9004,,775,,8600000US77035,ZCTA5 77035,48,77035
27406,,1136,,18592,,992,,18592,,992,,17699,,917,,893,,297,,0,,29,,8814,,788,,8600000US77041,ZCTA5 77041,48,77041
3567,,411,,2059,,278,,2059,,278,,1852,,247,,207,,126,,0,,14,,1508,,307,,8600000US77050,ZCTA5 77050,48,77050
32021,,1227,,22693,,1166,,22693,,1166,,21365,,1180,,1328,,379,,0,,29,,9328,,888,,8600000US77063,ZCTA5 77063,48,77063
21945,,902,,14739,,946,,14739,,946,,13903,,929,,836,,326,,0,,25,,7206,,669,,8600000US77071,ZCTA5 77071,48,77071
29475,,1228,,20189,,1053,,20189,,1053,,18961,,1080,,1228,,254,,0,,29,,9286,,819,,8600000US77074,ZCTA5 77074,48,77074
30199,,951,,21056,,853,,20888,,836,,20405,,833,,483,,146,,168,,94,,9143,,578,,8600000US79423,ZCTA5 79423,48,79423
36381,,963,,25645,,947,,25593,,959,,24643,,916,,950,,266,,52,,57,,10736,,597,,8600000US79424,ZCTA5 79424,48,79424
913,,156,,570,,131,,570,,131,,554,,132,,16,,20,,0,,14,,343,,67,,8600000US79511,ZCTA5 79511,48,79511
140,,48,,89,,41,,89,,41,,83,,41,,6,,7,,0,,14,,51,,26,,8600000US79517,ZCTA5 79517,48,79517
3066,,94,,1567,,199,,1567,,199,,1335,,228,,232,,122,,0,,14,,1499,,198,,8600000US79521,ZCTA5 79521,48,79521
454,,211,,330,,197,,330,,197,,325,,197,,5,,9,,0,,14,,124,,42,,8600000US79530,ZCTA5 79530,48,79530
3987,,406,,2292,,342,,2292,,342,,2233,,330,,59,,39,,0,,19,,1695,,302,,8600000US79536,ZCTA5 79536,48,79536
505,,137,,287,,83,,286,,83,,263,,71,,23,,31,,1,,2,,218,,82,,8600000US79561,ZCTA5 79561,48,79561
1090,,160,,652,,116,,652,,116,,611,,114,,41,,29,,0,,14,,438,,98,,8600000US79043,ZCTA5 79043,48,79043
67,,42,,44,,34,,44,,34,,44,,34,,0,,14,,0,,14,,23,,15,,8600000US79032,ZCTA5 79032,48,79032
47,,41,,9,,12,,9,,12,,9,,12,,0,,14,,0,,14,,38,,38,,8600000US79033,ZCTA5 79033,48,79033
924,,161,,636,,142,,636,,142,,625,,139,,11,,12,,0,,14,,288,,115,,8600000US79042,ZCTA5 79042,48,79042
185,,60,,138,,61,,138,,61,,131,,57,,7,,11,,0,,14,,47,,18,,8600000US79011,ZCTA5 79011,48,79011
988,,263,,848,,245,,848,,245,,848,,245,,0,,14,,0,,14,,140,,100,,8600000US79012,ZCTA5 79012,48,79012
8660,,191,,5113,,319,,5113,,319,,5046,,318,,67,,70,,0,,21,,3547,,297,,8600000US79022,ZCTA5 79022,48,79022
1023,,151,,618,,121,,618,,121,,604,,115,,14,,17,,0,,14,,405,,91,,8600000US79031,ZCTA5 79031,48,79031
1577,,246,,637,,159,,637,,159,,604,,156,,33,,30,,0,,14,,940,,199,,8600000US79083,ZCTA5 79083,48,79083
161,,57,,77,,42,,77,,42,,76,,43,,1,,5,,0,,14,,84,,32,,8600000US79239,ZCTA5 79239,48,79239
1825,,160,,1089,,132,,1089,,132,,1039,,136,,50,,46,,0,,14,,736,,124,,8600000US79241,ZCTA5 79241,48,79241
23484,,849,,15598,,810,,15583,,811,,15202,,815,,381,,138,,15,,16,,7886,,459,,8600000US75230,ZCTA5 75230,48,75230
12844,,844,,9115,,779,,9115,,779,,8329,,774,,786,,242,,0,,21,,3729,,499,,8600000US75236,ZCTA5 75236,48,75236
3994,,510,,2140,,426,,2140,,426,,2057,,419,,83,,87,,0,,14,,1854,,352,,8600000US75410,ZCTA5 75410,48,75410
762,,180,,431,,145,,431,,145,,416,,143,,15,,14,,0,,14,,331,,101,,8600000US75435,ZCTA5 75435,48,75435
1009,,171,,597,,147,,597,,147,,591,,147,,6,,9,,0,,14,,412,,78,,8600000US75437,ZCTA5 75437,48,75437
9275,,700,,6501,,569,,6501,,569,,6322,,565,,179,,85,,0,,21,,2774,,414,,8600000US75167,ZCTA5 75167,48,75167
16672,,757,,11684,,768,,11684,,768,,11031,,753,,653,,235,,0,,25,,4988,,608,,8600000US75180,ZCTA5 75180,48,75180
13432,,756,,9400,,715,,9400,,715,,8395,,681,,1005,,240,,0,,21,,4032,,452,,8600000US75203,ZCTA5 75203,48,75203
8592,,175,,4784,,324,,4784,,324,,4311,,306,,473,,151,,0,,21,,3808,,318,,8600000US79316,ZCTA5 79316,48,79316
9653,,149,,4597,,280,,4597,,280,,4341,,303,,256,,113,,0,,21,,5056,,320,,8600000US79331,ZCTA5 79331,48,79331
291,,117,,200,,104,,200,,104,,189,,97,,11,,14,,0,,14,,91,,36,,8600000US79350,ZCTA5 79350,48,79350
1608,,147,,964,,120,,964,,120,,905,,122,,59,,34,,0,,14,,644,,104,,8600000US79357,ZCTA5 79357,48,79357
83,,55,,40,,36,,40,,36,,40,,36,,0,,14,,0,,14,,43,,34,,8600000US79369,ZCTA5 79369,48,79369
8730,,584,,5190,,497,,5190,,497,,5121,,495,,69,,43,,0,,21,,3540,,437,,8600000US79410,ZCTA5 79410,48,79410
27412,,1482,,18263,,1289,,18219,,1290,,17827,,1254,,392,,200,,44,,43,,9149,,855,,8600000US79416,ZCTA5 79416,48,79416
41,,25,,23,,21,,23,,21,,23,,21,,0,,14,,0,,14,,18,,14,,8600000US79519,ZCTA5 79519,48,79519
1544,,218,,736,,153,,736,,153,,698,,163,,38,,47,,0,,14,,808,,168,,8600000US79520,ZCTA5 79520,48,79520
1113,,147,,579,,103,,579,,103,,557,,96,,22,,29,,0,,14,,534,,100,,8600000US79529,ZCTA5 79529,48,79529
120,,55,,64,,39,,64,,39,,64,,39,,0,,14,,0,,14,,56,,33,,8600000US79534,ZCTA5 79534,48,79534
265,,79,,143,,63,,143,,63,,139,,64,,4,,9,,0,,14,,122,,41,,8600000US79538,ZCTA5 79538,48,79538
2440,,184,,1137,,162,,1137,,162,,1124,,162,,13,,17,,0,,14,,1303,,171,,8600000US79553,ZCTA5 79553,48,79553
814,,154,,468,,110,,463,,108,,448,,106,,15,,12,,5,,7,,346,,88,,8600000US79563,ZCTA5 79563,48,79563
216,,81,,117,,57,,117,,57,,117,,57,,0,,14,,0,,14,,99,,40,,8600000US79565,ZCTA5 79565,48,79565
24036,,1016,,10283,,784,,10199,,792,,9689,,747,,510,,169,,84,,64,,13753,,805,,8600000US79601,ZCTA5 79601,48,79601
17873,,705,,11373,,620,,11117,,606,,10688,,600,,429,,137,,256,,153,,6500,,463,,8600000US79603,ZCTA5 79603,48,79603
1803,,138,,746,,144,,746,,144,,712,,145,,34,,22,,0,,14,,1057,,196,,8600000US79734,ZCTA5 79734,48,79734
270,,109,,172,,74,,172,,74,,160,,68,,12,,15,,0,,14,,98,,56,,8600000US79743,ZCTA5 79743,48,79743
24881,,1042,,17007,,960,,16992,,960,,15752,,982,,1240,,396,,15,,23,,7874,,698,,8600000US79761,ZCTA5 79761,48,79761
105,,86,,39,,43,,39,,43,,39,,43,,0,,14,,0,,14,,66,,57,,8600000US79330,ZCTA5 79330,48,79330
2419,,168,,1332,,173,,1332,,173,,1190,,162,,142,,81,,0,,14,,1087,,139,,8600000US79252,ZCTA5 79252,48,79252
1549,,133,,905,,120,,905,,120,,867,,119,,38,,21,,0,,14,,644,,94,,8600000US79322,ZCTA5 79322,48,79322
1645,,220,,1035,,189,,1035,,189,,997,,182,,38,,28,,0,,14,,610,,109,,8600000US79325,ZCTA5 79325,48,79325
10,,9,,4,,6,,4,,6,,2,,3,,2,,5,,0,,14,,6,,4,,8600000US79353,ZCTA5 79353,48,79353
852,,118,,509,,75,,509,,75,,492,,72,,17,,16,,0,,14,,343,,71,,8600000US79358,ZCTA5 79358,48,79358
146,,47,,91,,34,,91,,34,,89,,33,,2,,3,,0,,14,,55,,28,,8600000US79378,ZCTA5 79378,48,79378
13138,,744,,7313,,607,,7313,,607,,7052,,590,,261,,106,,0,,21,,5825,,503,,8600000US79403,ZCTA5 79403,48,79403
7931,,687,,4202,,544,,4202,,544,,4036,,544,,166,,81,,0,,21,,3729,,476,,8600000US79404,ZCTA5 79404,48,79404
18140,,1040,,12735,,954,,12735,,954,,12041,,937,,694,,235,,0,,25,,5405,,487,,8600000US79407,ZCTA5 79407,48,79407
11932,,738,,7623,,670,,7623,,670,,7351,,662,,272,,122,,0,,21,,4309,,540,,8600000US79412,ZCTA5 79412,48,79412
16975,,737,,11523,,667,,11523,,667,,11217,,676,,306,,106,,0,,25,,5452,,526,,8600000US79413,ZCTA5 79413,48,79413
990,,97,,561,,99,,559,,100,,547,,98,,12,,13,,2,,3,,429,,75,,8600000US79502,ZCTA5 79502,48,79502
2862,,276,,1683,,259,,1683,,259,,1590,,251,,93,,49,,0,,14,,1179,,174,,8600000US79504,ZCTA5 79504,48,79504
185,,62,,88,,47,,88,,47,,81,,41,,7,,11,,0,,14,,97,,31,,8600000US79505,ZCTA5 79505,48,79505
2413,,242,,2134,,246,,546,,131,,528,,130,,18,,17,,1588,,257,,279,,62,,8600000US79607,ZCTA5 79607,48,79607
31963,,1524,,23061,,1244,,23044,,1248,,22358,,1209,,686,,270,,17,,30,,8902,,812,,8600000US79705,ZCTA5 79705,48,79705
17336,,1195,,11988,,890,,11883,,877,,11520,,815,,363,,182,,105,,71,,5348,,585,,8600000US79706,ZCTA5 79706,48,79706
1070,,187,,629,,146,,629,,146,,629,,146,,0,,14,,0,,14,,441,,122,,8600000US79739,ZCTA5 79739,48,79739
5158,,681,,2816,,425,,2806,,425,,2719,,410,,87,,90,,10,,16,,2342,,432,,8600000US79766,ZCTA5 79766,48,79766
11986,,896,,8684,,715,,8672,,716,,8418,,696,,254,,121,,12,,19,,3302,,501,,8600000US75209,ZCTA5 75209,48,75209
13972,,926,,8309,,755,,8309,,755,,7531,,709,,778,,195,,0,,21,,5663,,505,,8600000US75215,ZCTA5 75215,48,75215
18471,,600,,13156,,557,,13156,,557,,13027,,559,,129,,68,,0,,25,,5315,,493,,8600000US75218,ZCTA5 75218,48,75218
54463,,1462,,36033,,1228,,36013,,1229,,34575,,1245,,1438,,327,,20,,24,,18430,,1093,,8600000US75228,ZCTA5 75228,48,75228
29924,,624,,21231,,779,,21231,,779,,20494,,765,,737,,244,,0,,29,,8693,,576,,8600000US75234,ZCTA5 75234,48,75234
15363,,962,,9832,,622,,9809,,624,,9099,,637,,710,,218,,23,,32,,5531,,657,,8600000US75237,ZCTA5 75237,48,75237
792,,280,,311,,197,,311,,197,,194,,205,,117,,140,,0,,14,,481,,180,,8600000US75247,ZCTA5 75247,48,75247
14365,,612,,8664,,482,,8664,,482,,8110,,513,,554,,183,,0,,21,,5701,,565,,8600000US75401,ZCTA5 75401,48,75401
14388,,833,,9097,,675,,9075,,675,,8695,,680,,380,,175,,22,,35,,5291,,436,,8600000US75402,ZCTA5 75402,48,75402
13385,,770,,9349,,709,,9349,,709,,9004,,698,,345,,172,,0,,21,,4036,,426,,8600000US75407,ZCTA5 75407,48,75407
12166,,456,,5342,,469,,5342,,469,,5180,,457,,162,,98,,0,,21,,6824,,433,,8600000US75418,ZCTA5 75418,48,75418
1689,,358,,968,,256,,968,,256,,864,,212,,104,,85,,0,,14,,721,,170,,8600000US75431,ZCTA5 75431,48,75431
102,,62,,63,,42,,63,,42,,63,,42,,0,,14,,0,,14,,39,,36,,8600000US75450,ZCTA5 75450,48,75450
1024,,259,,566,,204,,566,,204,,530,,199,,36,,41,,0,,14,,458,,156,,8600000US75451,ZCTA5 75451,48,75451
3508,,276,,2116,,232,,2116,,232,,1980,,226,,136,,51,,0,,14,,1392,,212,,8600000US75452,ZCTA5 75452,48,75452
1008,,245,,596,,173,,596,,173,,596,,173,,0,,14,,0,,14,,412,,155,,8600000US75471,ZCTA5 75471,48,75471
737,,154,,449,,121,,449,,121,,442,,119,,7,,9,,0,,14,,288,,76,,8600000US75489,ZCTA5 75489,48,75489
6937,,732,,4763,,642,,4763,,642,,4633,,631,,130,,69,,0,,19,,2174,,401,,8600000US75495,ZCTA5 75495,48,75495
8654,,664,,4726,,473,,4726,,473,,4373,,461,,353,,183,,0,,21,,3928,,482,,8600000US75551,ZCTA5 75551,48,75551
1027,,302,,526,,197,,526,,197,,507,,196,,19,,22,,0,,14,,501,,168,,8600000US76630,ZCTA5 76630,48,76630
8607,,918,,6738,,793,,6722,,796,,6423,,812,,299,,199,,16,,26,,1869,,406,,8600000US76177,ZCTA5 76177,48,76177
18922,,1183,,13602,,1060,,13602,,1060,,13081,,998,,521,,209,,0,,25,,5320,,565,,8600000US76208,ZCTA5 76208,48,76208
338,,171,,245,,129,,245,,129,,235,,128,,10,,11,,0,,14,,93,,70,,8600000US76041,ZCTA5 76041,48,76041
15793,,923,,9677,,660,,9677,,660,,9126,,635,,551,,169,,0,,25,,6116,,556,,8600000US76082,ZCTA5 76082,48,76082
39940,,1191,,26204,,1108,,26195,,1111,,24290,,1060,,1905,,414,,9,,14,,13736,,773,,8600000US76133,ZCTA5 76133,48,76133
5769,,378,,3556,,416,,3556,,416,,3332,,445,,224,,114,,0,,19,,2213,,350,,8600000US76258,ZCTA5 76258,48,76258
14128,,757,,9866,,689,,9788,,695,,9563,,690,,225,,80,,78,,53,,4262,,396,,8600000US76008,ZCTA5 76008,48,76008
19941,,883,,15688,,740,,15688,,740,,14756,,681,,932,,254,,0,,25,,4253,,533,,8600000US76006,ZCTA5 76006,48,76006
17803,,804,,13068,,717,,13061,,716,,12453,,671,,608,,176,,7,,11,,4735,,559,,8600000US76011,ZCTA5 76011,48,76011
29194,,678,,20243,,659,,20234,,659,,19435,,635,,799,,233,,9,,14,,8951,,646,,8600000US76021,ZCTA5 76021,48,76021
28900,,878,,21962,,786,,21962,,786,,21278,,805,,684,,169,,0,,29,,6938,,513,,8600000US76039,ZCTA5 76039,48,76039
5846,,388,,3303,,384,,3303,,384,,3145,,387,,158,,109,,0,,19,,2543,,406,,8600000US76043,ZCTA5 76043,48,76043
16539,,1306,,11890,,1195,,11834,,1188,,11429,,1137,,405,,208,,56,,73,,4649,,654,,8600000US76052,ZCTA5 76052,48,76052
23038,,526,,14347,,582,,14347,,582,,14007,,586,,340,,124,,0,,29,,8691,,599,,8600000US76092,ZCTA5 76092,48,76092
8275,,578,,3977,,444,,3963,,442,,3711,,435,,252,,153,,14,,23,,4298,,467,,8600000US76102,ZCTA5 76102,48,76102
25784,,966,,17330,,701,,17295,,695,,16641,,702,,654,,166,,35,,29,,8454,,661,,8600000US76107,ZCTA5 76107,48,76107
30777,,1732,,21787,,1414,,21494,,1399,,20582,,1338,,912,,312,,293,,214,,8990,,924,,8600000US76131,ZCTA5 76131,48,76131
